from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,HVD_SIZE,lr_scheduler,input_seq_len,max_n_segments,input_size,num_mem_tokens,segment_ordering,model_path,sum_loss,memory_layers,share_memory_layers,reconstruction_loss_coef,num_steps,best_valid_exact_match
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,1,linear,4990,10,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_4990-512-{10}seg_mem10_bs128_regular_5-10seg_eval/run_1,False,,False,,,97.94999694824219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,7485,15,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_7485-512-{15}seg_mem10_bs128_regular_3-15seg_eval/run_1,False,,False,,,56.45000076293945
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,6487,13,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_6487-512-{13}seg_mem10_bs128_regular_4-13seg_eval/run_2,False,,False,,,90.19999694824219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,6487,13,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_6487-512-{13}seg_mem10_bs128_regular_4-13seg_eval/run_1,False,,False,,,87.94999694824219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,4491,9,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_regular_2-9seg_eval/run_2,False,,False,,,58.650001525878906
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,4491,9,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_regular_2-9seg_eval/run_1,False,,False,,,47.650001525878906
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,8,linear,2495,5,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs32_regular_from_cpt_4-5/run_2,False,,False,,20000.0,99.80000305175781
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,8,linear,2495,5,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs32_regular_from_cpt_4-5/run_1,False,,False,,20000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,7984,16,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_7984-512-{16}seg_mem10_bs128_regular_6-16seg_eval/run_2,False,,False,,,94.30000305175781
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,7984,16,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_7984-512-{16}seg_mem10_bs128_regular_6-16seg_eval/run_1,False,,False,,,91.25
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,4,1,linear,510976,1024,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_510976-512-{1024}seg_mem10_bs128_regular_6-1024seg_eval/run_2,False,,False,,,85.30000305175781
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,4,1,linear,510976,1024,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_510976-512-{1024}seg_mem10_bs128_regular_6-1024seg_eval/run_2,False,,False,,,84.75
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,4,1,linear,510976,1024,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_510976-512-{1024}seg_mem10_bs128_regular_6-1024seg_eval/run_1,False,,False,,,75.25
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,5489,11,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_5489-512-{11}seg_mem10_bs128_regular_5-11seg_eval/run_1,False,,False,,,95.0
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,128,1,linear,15968,32,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_15968-512-{32}seg_mem10_bs128_regular_7-32seg_eval/run_2,False,,False,,,94.80000305175781
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,128,1,linear,15968,32,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_15968-512-{32}seg_mem10_bs128_regular_7-32seg_eval/run_2,False,,False,,,94.69999694824219
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,128,1,linear,15968,32,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_15968-512-{32}seg_mem10_bs128_regular_7-32seg_eval/run_1,False,,False,,,85.1500015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,4,constant,998,2,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/constant_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_regular_from_cpt_1-2/run_1,False,,False,,10000.0,98.80000305175781
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,5988,12,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs128_regular_8-12seg_eval/run_1,False,,False,,,91.75
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,1,linear,1497,3,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs128_regular_5-3seg_eval/run_1,False,,False,,,99.9000015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,3493,7,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs128_regular_5-7seg_eval/run_1,False,,False,,,99.5999984741211
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,2,4,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_regular_from_cpt_3-4/run_2,False,,False,,20000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,2,4,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_regular_from_cpt_3-4/run_1,False,,False,,20000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,7984,16,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_7984-512-{16}seg_mem10_bs128_regular_7-16seg_eval/run_2,False,,False,,,95.1500015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,7984,16,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_7984-512-{16}seg_mem10_bs128_regular_7-16seg_eval/run_1,False,,False,,,91.19999694824219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,2994,6,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs32_regular_from_cpt_5-6_V2/run_1,False,,False,,1300.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,4,linear,499,1,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs32_regular_from_cpt_0-1/run_2,False,,False,,6000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,4,linear,499,1,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs32_regular_from_cpt_0-1/run_1,False,,False,,120.0,17.299999237060547
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,4,linear,499,1,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs32_regular_from_cpt_0-1/run_1,False,,False,,6000.0,99.5999984741211
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,2994,6,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs128_regular_4-6seg_eval/run_2,False,,False,,,98.94999694824219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,2994,6,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs128_regular_4-6seg_eval/run_1,False,,False,,,99.5
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,1,linear,998,2,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs128_regular_6-2seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,5489,11,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_5489-512-{11}seg_mem10_bs128_regular_7-11seg_eval/run_1,False,,False,,,95.05000305175781
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,4491,9,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_regular_1-9seg_eval/run_2,False,,False,,,16.299999237060547
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,2,linear,4491,9,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_regular_1-9seg_eval/run_1,False,,False,,,17.200000762939453
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,6487,13,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_6487-512-{13}seg_mem10_bs128_regular_7-13seg_eval/run_1,False,,False,,,94.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,6986,14,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_6986-512-{14}seg_mem10_bs128_regular_1-14seg_eval/run_2,False,,False,,,16.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,2,linear,6986,14,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_6986-512-{14}seg_mem10_bs128_regular_1-14seg_eval/run_1,False,,False,,,16.350000381469727
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,2,4,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_regular_from_cpt_3-4/run_2,False,,False,,20000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,2,4,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs32_regular_from_cpt_3-4/run_1,False,,False,,20000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,499,1,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs128_regular_1-1seg_eval/run_2,False,,False,,,99.9000015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,499,1,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs128_regular_1-1seg_eval/run_1,False,,False,,,99.75
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,1,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_regular_4-4seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,1,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_regular_4-4seg_eval/run_1,False,,False,,,99.9000015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,1497,3,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs128_regular_2-3seg_eval/run_2,False,,False,,,91.5
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,1497,3,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs128_regular_2-3seg_eval/run_1,False,,False,,,91.1500015258789
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,64,1,linear,31936,64,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_31936-512-{64}seg_mem10_bs128_regular_7-64seg_eval/run_2,False,,False,,,91.80000305175781
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,64,1,linear,31936,64,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_31936-512-{64}seg_mem10_bs128_regular_7-64seg_eval/run_2,False,,False,,,90.6500015258789
bert-base-cased,,modeling_rmt.experimental:RMTEncoderCPUOffload,encoder,1e-05,64,1,linear,31936,64,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_31936-512-{64}seg_mem10_bs128_regular_7-64seg_eval/run_1,False,,False,,,85.5
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,2994,6,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs128_regular_5-6seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,2994,6,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs128_regular_7-6seg_eval/run_1,False,,False,,,99.69999694824219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,1,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_regular_7-4seg_eval/run_1,False,,False,,,99.9000015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,1,4,linear,2495,5,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs32_regular_from_cpt_4-5/run_1,False,,False,,3420.0,94.80000305175781
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,2495,5,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs128_regular_5-5seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,2,4,linear,998,2,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/lr1e-05_linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_regular_from_cpt_1-2/run_1,False,,False,,6000.0,95.5
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,6986,14,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_6986-512-{14}seg_mem10_bs128_regular_6-14seg_eval/run_1,False,,False,,,92.0999984741211
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,1,linear,998,2,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs128_regular_4-2seg_eval/run_2,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,1,linear,998,2,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs128_regular_4-2seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,2994,6,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs128_regular_1-6seg_eval/run_2,False,,False,,,18.149999618530273
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,2,linear,2994,6,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs128_regular_1-6seg_eval/run_1,False,,False,,,13.649999618530273
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,1,linear,4990,10,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_4990-512-{10}seg_mem10_bs128_regular_6-10seg_eval/run_1,False,,False,,,97.05000305175781
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_regular_3-4seg_eval/run_1,False,,False,,,97.1500015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,5988,12,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs128_regular_4-12seg_eval/run_2,False,,False,,,92.3499984741211
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,5988,12,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs128_regular_4-12seg_eval/run_1,False,,False,,,89.69999694824219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,5988,12,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_5988-512-{12}seg_mem10_bs128_regular_7-12seg_eval/run_1,False,,False,,,92.3499984741211
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,1,linear,499,1,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs128_regular_4-1seg_eval/run_2,False,,False,,,57.29999923706055
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,1,linear,499,1,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_499-512-{1}seg_mem10_bs128_regular_4-1seg_eval/run_1,False,,False,,,45.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,2495,5,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs128_regular_7-5seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,1,linear,3992,8,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_3992-512-{8}seg_mem10_bs128_regular_6-8seg_eval/run_1,False,,False,,,98.1500015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,2,linear,1497,3,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1497-512-{3}seg_mem10_bs128_regular_3-3seg_eval/run_1,False,,False,,,99.5999984741211
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,998,2,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs128_regular_1-2seg_eval/run_2,False,,False,,,17.399999618530273
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,2,linear,998,2,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs128_regular_1-2seg_eval/run_1,False,,False,,,14.25
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,1,linear,4491,9,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_4491-512-{9}seg_mem10_bs128_regular_8-9seg_eval/run_1,False,,False,,,96.69999694824219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,1,linear,3992,8,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_3992-512-{8}seg_mem10_bs128_regular_8-8seg_eval/run_1,False,,False,,,98.94999694824219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,2495,5,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs128_regular_4-5seg_eval/run_2,False,,False,,,99.69999694824219
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,2495,5,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2495-512-{5}seg_mem10_bs128_regular_4-5seg_eval/run_1,False,,False,,,99.80000305175781
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,64,1,linear,998,2,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs128_regular_8-2seg_eval/run_1,False,,False,,,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,32,1,linear,1996,4,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_1996-512-{4}seg_mem10_bs128_regular_6-4seg_eval/run_1,False,,False,,,99.9000015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,16,1,linear,2994,6,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_2994-512-{6}seg_mem10_bs128_regular_8-6seg_eval/run_1,False,,False,,,99.5
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,8,linear,3493,7,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs32_regular_from_cpt_6-7/run_2,False,,False,,20000.0,100.0
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,5e-05,1,8,linear,3493,7,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_3493-512-{7}seg_mem10_bs32_regular_from_cpt_6-7/run_1,False,,False,,20000.0,99.9000015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,4,linear,998,2,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_regular_from_cpt_1-2/run_1,False,,False,,6000.0,93.6500015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,4,linear,998,2,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_998-512-{2}seg_mem10_bs32_regular_from_cpt_1-2/run_1,False,,False,,5000.0,99.80000305175781
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,8,1,linear,4990,10,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_4990-512-{10}seg_mem10_bs128_regular_8-10seg_eval/run_1,False,,False,,,96.4000015258789
bert-base-cased,,modeling_rmt:RMTEncoderForSequenceClassification,encoder,1e-05,4,1,linear,6487,13,512,10,regular,../runs/curriculum_task/babilong_reasoning/bert-base-cased/linear_adamw_wd1e-03_6487-512-{13}seg_mem10_bs128_regular_8-13seg_eval/run_1,False,,False,,,92.25
